"NOMBRE";"SEXO";"AÑO.DE.NACIMIENTO";"G.PARLAMENTARIO";"ECIVIL";"NIVEL.ACADEMICO";"ORIGEN";"ESCAÑO";"NAINE";"CARGO";"RANGO.EDAD"
"Pedro, Acedo Penco ";"Hombre";1955;"PP";"Divorciado/a";"Educación Superior";"Badajoz";NA;NA;"Diputado. Alcalde de Mérida durante 16 años. Diputado autonómico de Extremadura durante ocho años. Senador durante 4 años. Concejal durante 9 años. ";"60-64"
"Joseba Andoni, Agirretxea Urresti";"Hombre";1966;"EAJ-PNV";"Casado/a";"Educación Superior";"Gipuzkoa";NA;NA;"Diputado. Concejal en Ondarroa (1987-1990). Miembro de la Asamblea Nacional del PNV.";"50-54"
"Ernesto, Aguiar Rodríguez";"Hombre";1961;"PP";"Casado/a";"Educación Superior";"Santa Cruz de Tenerife";NA;NA;"Diputado. Concejal del Ayuntamiento de Breña Baja (1996-1999).  Consejero del Cabildo Insular de La Palma (1999-2003). Diputado del Parlamento de Canarias (2004-2007).  Director General de Desarrollo Rural de Canarias (2007-2010)";"55-59"
"Ramón, Aguirre Rodríguez";"Hombre";1953;"PP";"Casado/a";"No consta";"Guadalajara";NA;NA;"Diputado. Presidente de la Comisión del Pacto de Toledo.  Presidente del Instituto de Crédito Oficial (ICO).  Consejero Delegado de Metro de Madrid S.A. Presidente de la Sociedad Estatal de Participaciones Industriales (SEPI)";"65-69"
"Nayua Miram, Alba Goveli";"Mujer";1990;"Podemos";"Soltero/a";"Educación Superior";"Gipuzkoa";NA;NA;"Diputada. Secretaria General de Podemos Euskadi";"25-29"
"Maria Dolores, Alba Mullor";"Mujer";1964;"PP";"Casado/a";"Educación Superior";"Alicante";NA;NA;"Diputada. Concejal del Ayuntamiento de Alcoy hasta 2007, en la oposición y en el Gobierno como Concejala de Hacienda.  Asesora de Asuntos Parlamentarios de la Consellería de Cultura (2007-2008) ";"55-59"
"Joaquín, Abaladejo Martínez";"Hombre";1973;"PP";"Casado/a";"Educación Superior";"Alicante";NA;NA;"Diputado. Concejal del Ayuntamiento de Torrevieja";"45-49"
"Miriam, Alconchel Gonzaga";"Mujer";1978;"PSOE";"Casado/a";"Educación Superior";"Cádiz";NA;NA;"Diputada. Delegada Territorial de Igualdad, Salud y Políticas Sociales en Cádiz de la Junta de Andalucía (2013-2015). Concejal del Ayuntamiento de Jerez (2007-2013).";"40-44"
"Iñigo Jesús, Allí Martínez";"Hombre";1973;"UPN-PP";"Divorciado/a";"Educación Superior";"Navarra";NA;NA;"Diputado. Fundador de la Asociación Síndrom UP! por la Discapacidad.  Ex-Director de Capital Riesgo. Ex-Director del Centro Cultural Civican. Ex - Consejero de Políticas Sociales del Gobierno de Navarra. ";"45-49"
"Félix, Alonso Cantorné";"Hombre";1959;"Podemos";"Divorciado/a";"Educación Superior";"Tarragona";NA;NA;"Diputado. Alcalde de Altafulla.  Responsable de actividad sindical del Sindicato de Periodistes de Catalunya (1993-2001).";"60-64"
"Rosa Ana, Alonso Clusa";"Mujer";1970;"Podemos";"Divorciado/a";"Educación Superior";"Cantabria";NA;NA;"Diputada. Secretaria de Relación con la Sociedad Civil y los Movimientos Sociales del Consejo Ciudadano de Podemos Cantabria.";"45-49"
"Jose Jaime, Alonso-Díaz Guerra";"Hombre";1974;"PP";"Casado/a";"Educación Superior";"Toledo";NA;NA;"Diputado. Teniente Alcalde del Ayuntamiento de Fuensalida (Toledo)";"45-49"
"Ana Isabel, Alós López";"Mujer";1969;"PP";"Casado/a";"Educación Superior";"Huesca";NA;NA;"Diputada. Concejala del Ayuntamiento de Huesca (2003-2016). Alcaldesa del Ayuntamiento de Huesca (2011-2015). ";"50-54"
"Ángeles, Álvarez Álvarez";"Mujer";1961;"PSOE";"Casado/a";"2ª Etapa E.Secundaria con O.Profesional";"Madrid";NA;NA;"Diputada. Concejala electa del Ayuntamiento de Madrid. Ha trabajado en Fundación Mujeres como responsable del área de prevención de la violencia.";"55-59"
"Félix, Álvarez Palleiro";"Hombre";1966;"Ciudadanos";"Casado/a";"2ª Etapa E.Secundaria con O.Profesional";"Cantabria";NA;NA;"Diputado. Portavoz de la Comisión de Cultura y Deporte desde el 21/06/2018 al 05/03/2019. Secretario Segundo de la Comisión de Derechos de la Infancia y Adolescencia desde el 26/10/2017 al 05/03/2019.";"50-54"
"Maria Teresa, Angulo Romero";"Mujer";1963;"PP";"Casado/a";"Educación Superior";"Badajoz";NA;NA;"Diputada. Portavoz de Sanidad en la X Legislatura. Diputada autonómica en la Asamblea de Extremadura (2003-2011). Portavoz general GPP Asamblea de Extremadura (2008-2011). Concejal en el Ayuntamiento de Zafra (1995-2015).";"55-59"
"Javier,  Antón Cacho";"Hombre";1972;"PSOE";"Casado/a";"Educación Superior";"Soria";NA;NA;"Diputado. Concejal en el Ayuntamiento de Soria. Secretario de Organización del PSOE Soria.";"45-49"
"Maria Teresa, Árevalo Caraballo";"Mujer";1980;"Podemos";"Soltero/a";"No consta";"Albacete";NA;NA;"Diputada. Asistente en el Grupo Parlamentario Podemos-En Comú Podem-En Marea en la Legislatura XI. Miembro del Consejo Ciudadano Estatal de Podemos.";"35-39"
"Pedro, Arrojo Agudo";"Hombre";1951;"Podemos";"Casado/a";"Educación Superior";"Zaragoza";NA;NA;"Diputado. Vocal de la Comisión de Agricultura, Pesca y Alimentación desde el 11/07/2018 al 05/03/2019";"65-69"
"Jose Luis, Ayllón Manso";"Hombre";1970;"PP";"Divorciado/a";"Educación Superior";"Madrid";NA;NA;"Diputado. Director de Gabinete de la Presidencia del Gobierno (2018). Secretario de Estado de Relaciones con las Cortes (2011-2018). Secretario General del Grupo Parlamentario Popular (2008-2011). Secretario de Comunicación del Partido Popular (2004-2008)";"45-49"
"Maria Luz, Bajo Prieto";"Mujer";1964;"PP";"Soltero/a";"Educación Superior";"Madrid";NA;NA;"Diputada.  Gabinete de prensa del Partido Popular (1990-1996). Directora de Comunicación en los siguientes Ministerios: Administraciones Públicas, Educación, Cultura y Deportes, Vicepresidencia Primera y Ministerio de la Presidencia y Ministerio del Inter";"55-59"
"Joan, Baldovi Roda";"Hombre";1958;"C-P-EUPV";"Casado/a";"Educación Superior";"Valencia";NA;NA;"Diputado. Alcalde de Sueca (2007-2011). Diputado de Compromis-Q (2001-2015).";"60-64"
"Ángela, Ballester Muñoz";"Mujer";1980;"Podemos";"Soltero/a";"Educación Superior";"Valencia";NA;NA;"Diputada. Miembro del Consejo Ciudadano de la Comunitat Valenciana.";"35-39"
"Maria Fátima, Báñez García";"Mujer";1967;"PP";"Casado/a";"Educación Superior";"Huelva";NA;NA;"Diputada. Vocal del Comité Ejecutivo Nacional del Partido Popular. Ministra de Empleo y Seguridad Social.";"50-54"
"Íñigo, Barandiaran Benito";"Hombre";1959;"EAJ-PNV";"Casado/a";"Educación Superior";"Gipuzkoa";NA;NA;"Diputado. Letrado de los Servicios Jurídicos del Gobierno Vasco. Letrado Consistorial del Ayuntamiento de Donostia. Director de Administración Local del Gobierno Vasco.";"60-64"
"Miguel, Barranchina Ros";"Hombre";1959;"PP";"Casado/a";"Educación Superior";"Castellón";NA;NA;"Diputado. Trabajó como Interventor-Tesorero del Ayuntamiento de Betxi. Director General del Ministerio de Trabajo 2002-2004. Vicepresidente Primero de la Diputación de Castellón. Concejal de Segorbe. Agricultor a tiempo parcial.";"60-64"
"Leopoldo, Barreda de los Ríos";"Hombre";1960;"PP";"Divorciado/a";"Educación Superior";"Bizkaia";NA;NA;"Diputado. Apoderado Juntas Generales de Vizcaya (1987-1995). Parlamentario Vasco (Portavoz) (1990-2011).";"55-59"
"Jose María, Barreda Fontes";"Hombre";1953;"PSOE";"Casado/a";"Educación Superior";"Ciudad Real";NA;NA;"Diputado. Presidente de la Comisión de Defensa desde el 13/09/2016 al 05/03/2019. Adscrito de la Comisión de Educación y Formación Profesional desde el 21/06/2018 al 05/03/2019. Vocal de la Comisión de Cultura y Deporte desde el 21/06/2018 al 05/03/2019.";"65-69"
"Jose María, Barrios Tejero";"Hombre";1962;"PP";"Casado/a";"Educación Superior";"Zamora";NA;NA;"Diputado. Vicepresidente de la Diputación de Zamora (1999-2016)";"55-59"
"Elena Mª, Bastidas Bono";"Mujer";1969;"PP";"Soltero/a";"Educación Superior";"Valencia";NA;NA;"Diputada. Concejala del Ayuntamiento de Alzira";"50-54"
"Enric, Bataller i Ruiz";"Hombre";1965;"C-P-EUPV";"Casado/a";"Educación Superior";"Valencia";NA;NA;"Diputado.Miembro de Iniciativa del Poble Valenciá y de Coalició Compromís. ";"50-54"
"Marian, Beitialarrangoitia Lizarralde";"Mujer";1968;"Bildu";"Casado/a";"Educación Superior";"Gipuzkoa";NA;NA;"Diputada. Alcaldesa de Hernani entre 2007 y 2011.  Directora de Comunicación de la Diputación Foral de Guipuzkoa. Parlamentaria en Vitoria de 2012 a 2015.";"50-54"
"Ferrán, Bel Accensi";"Hombre";1965;"PdeCat";"Casado/a";"Educación Superior";"Tarragona";NA;NA;"Diputado. Alcalde de Tortosa 2007-2018. Senador en la X Legislatura. Presidente Consell Comarcal (2003-2007). Miembro de la Comisión Nacional de Administración Local CNAL (2011- 2016). Presidente de la Comisión de Haciendas Locales de la ACM (2007 - 2018)";"50-54"
"Ione, Belarra Urteaga";"Mujer";1987;"Podemos";"Soltero/a";"Educación Superior";"Navarra";NA;NA;"Diputada. Ha trabajado en Cruz Roja, Comisión Española de Ayuda al Refugiado, MECD y Universidad Autónoma de Madrid. SOS Racismo. Consejo Ciudadano de Navarra Podemos. Consejo Ciudadano Estatal Podemos.";"30-34"
"Pablo, Bellido Acevedo";"Hombre";1976;"PSOE";"Soltero/a";"Educación Superior";"Guadalajara";NA;NA;"Diputado. Alcalde de Azuqueca (2007-2015). Secretario Provincial del PSOE de Guadalajara (2012 - hasta hoy)";"40-44"
"Jose Antonio, Bermúdez de Castro Fernández";"Hombre";1959;"PP";"Casado/a";"Educación Superior";"Salamanca";NA;NA;"Diputado. Diputado en la Asamblea de Madrid (1991-1996). Miembro del Comité Ejecutivo Nacional del Partido Popular. Portavoz sustituto y Secretario General del Grupo Parlamentario Popular en el Congreso.";"60-64"
"Carolina, Bescansa Hernández";"Mujer";1971;"Podemos";"Soltero/a";"Educación Superior";"Madrid";NA;NA;"Diputada. Secretaria de Análisis Político, Programa y Proceso Constituyente de Podemos. Portavoz de la Comisión de Investigación presunta financiación ilegal del P. Popular desde el 26/05/2017 al 05/03/2019. Vocal de la Subcomisión para la reforma elector";"45-49"
"Mª del Mar, Blanco Garrido";"Mujer";1974;"PP";"Casado/a";"Educación Superior";"Madrid";NA;NA;"Diputada. Diputada en el Parlamento Vasco (2009-2012). Miembro del Comité Ejecutivo Nacional del Partido Popular. Secretaria Sectorial PP-Madrid. Presidenta de la Fundación Víctimas del Terrorismo. Presidenta de la Fundación Miguel Angel Blanco.";"45-49"
"Patricia, Blanquer Alcaraz";"Mujer";1973;"PSOE";"Casado/a";"Educación Superior";"Alicante";NA;NA;"Diputada. Ha sido concejal y portavoz del Grupo Socialista del Excmo. Ayuntamiento de Alcoi. Portavoz de Industria del Grupo Parlamentario Socialista en la X Legislatura.";"45-49"
"Manuel, Blasco Marqués";"Hombre";1960;"PP";"Casado/a";"No consta";"Teruel";NA;NA;"Diputado.Alcalde de Teruel del 1999 al 2003 y del 2010 a febrero de 2016. Vocal de la Comisión de Fomento desde el 13/09/2016 al 05/03/2019. Vicepresidente Segundo de la Comisión de Economía y Empresa desde el 21/06/2018 al 05/03/2019. Vocal de la Comisió";"55-59"
"María Jesús, Bonilla Domínguez";"Mujer";1964;"PP";"Divorciado/a";"Educación Superior";"Cuenca";NA;NA;"Diputada. Concejala del Ayuntamiento de Tarancón (Cuenca). Alcaldesa de Tarancón (2011-2015). Senadora en la VII Legislatura. Diputada en las Cortes de Castilla-La Mancha. Portavoz Sustituto de la Junta de Portavoces desde el 30/11/2016 al 05/03/2019. ";"55-59"
"Isabel Mª, Borrego Cortés";"Mujer";1968;"PP";"Casado/a";"Educación Superior";"Murcia";NA;NA;"Diputada. Portavoz adjunta de la Junta de Portavoces desde el 27/07/2018 al 05/03/2019. Vocal de la Comisión Constitucional desde el 10/09/2018 al 05/03/2019. Vocal de la Comisión de Presupuestos desde el 10/01/2017 al 05/03/2019. Vocal de la Comisión Mix";"50-54"
"Rita Gertrudis, Bosaho Gori";"Mujer";1965;"Podemos";"Divorciado/a";"Educación Superior";"Alicante";NA;NA;"Diputada. Portavoz adjunta de la Comisión de Sanidad, Consumo y Bienestar Social desde el 21/06/2018 al 05/03/2019. Adscrita de la Comisión de Cooperación Internacional para el Desarrollo desde el 25/10/2017 al 05/03/2019. Vocal de la Comisión de Igualdad";"50-54"
"Amparo, Botejara Sanz";"Mujer";1956;"Podemos";"Casado/a";"Educación Superior";"Badajoz";NA;NA;"Diputada. Militante en Podemos. Miembro del C.C.R. de Extremadura desde febrero de 2015.Portavoz de la Comisión de Sanidad, Consumo y Bienestar Social desde el 21/06/2018 al 05/03/2019.";"60-64"
"Miguel Ángel, Bustamante Martín";"Hombre";1984;"Podemos";"Casado/a";"Educación Superior";"Sevilla";NA;NA;"Diputado. Militante PCE e Izquierda Unida. Miembro RSP (Red de Solidaridad Popular). Militante CC.OO. Miembro de la Asociación de Amistad con el Pueblo Saharaui.Portavoz adjunto de la Comisión de Educación y Formación Profesional desde el 21/06/2018 al 12";"35-39"
"Pablo, Bustinduy Amador";"Hombre";1983;"Podemos";"Casado/a";"Educación Superior";"Madrid";NA;NA;"Diputado.Secretario de Relaciones Internacionales de Podemos. Portavoz de la Comisión de Asuntos Exteriores desde el 13/09/2016 al 05/03/2019. Portavoz de la Comisión Mixta para la Unión Europea desde el 16/11/2016 al 05/03/2019. Vocal de la Diputación Pe";"35-39"
"José Miguel, Camacho Sánchez";"Hombre";1957;"PSOE";"Divorciado/a";"Educación Superior";"Toledo";NA;NA;"Diputado. Concejal en el Ayuntamiento de Talavera. Delegado JCCM. Senador.Secretario Segundo de la Comisión de Asuntos Exteriores desde el 13/09/2018 al 05/03/2019. Portavoz de la Comisión Mixta Control Parlam. de la Corporación RTVE y sus Sociedades desd";"60-64"
"Gregorio, Cámara Villar";"Hombre";1953;"PSOE";"Soltero/a";"Educación Superior";"Granada";NA;NA;"Diputado. Secretario de Ideas de la CEP del PSOE de Granada. Miembro del Comité de Expertos del PSOE y Coordinador del Consejo de Expertos del PSOE para la propuesta de reforma constitucional. 
Patrono de la Fundación Peter Häberle. Patrono de la Fundació";"65-69"
"Juan Carlos, Campo Moreno";"Hombre";1961;"PSOE";"Casado/a";"Educación Superior";"Cádiz";NA;NA;"Diputado. Director General de Relaciones con la Administración de Justicia de la Junta de Andalucía. 
Vocal del Consejo General del Poder Judicial. 
Secretario de Estado del Ministerio de Justicia. 
Secretario General de Relaciones con el Parlamento. Pres";"55-59"
"Gerardo, Camps Devesa";"Hombre";1963;"PP";"Casado/a";"Educación Superior";"Alicante";NA;NA;"Diputado. Portavoz de la Comisión de Seguimiento y Evaluación de los Acuerdos Pacto de Toledo desde el 26/09/2017 al 05/03/2019. Miembro de la Junta Directiva Nacional del PP. Presidente de las Comisiones Nacionales de Política Social y Empleo, y Segurida";"55-59"
"Carles, Campuzano i Canales";"Hombre";1964;"PdeCat";"Soltero/a";"Educación Superior";"Barcelona";NA;NA;"Diputado. Vocal de la Diputación Permanente. Portavoz adjunto de la Comisión de Trabajo, Migraciones y Seguridad Social desde el 21/06/2018 al 05/03/2019.
Portavoz adjunto de la Comisión de Transición Ecológica desde el 27/06/2018 al 05/03/2019.Portavoz d";"55-59"
"Diego, Cañamero Valle";"Hombre";1956;"Podemos";"Casado/a";"No consta";"Jaén";NA;NA;"Diputado. Adscrito de la Comisión de Trabajo, Migraciones y Seguridad Social desde el 21/06/2018 al 05/03/2019. Portavoz adjunto de la Comisión de Agricultura, Pesca y Alimentación desde el 10/07/2018 al 05/03/2019. Vocal de la Comisión Mixta de Relacione";"60-64"
"Pilar, Cancela Rodríguez";"Mujer";1967;"PSOE";"Divorciado/a";"Educación Superior";"A Coruña";NA;NA;"Diputada. Directora General de Relaciones Laborales de la Xunta de Galicia (2002-2003 y 2005-2009. Secretaria de Organización PSdeG-PSOE. 
Funcionaria del Cuerpo Superior de la Administración General de la Xunta de Galicia desde 1993. Vocal de la Diputaci";"50-54"
"Ignasi, Candela Serna";"Hombre";1987;"C-P-EUPV";"Soltero/a";"Educación Superior";"Alicante";NA;NA;"Diputado. Portavoz adjunto de la Comisión de Hacienda desde el 21/06/2018 al 05/03/2019. Portavoz de la Comisión de Cooperación Internacional para el Desarrollo desde el 14/09/2016 al 05/03/2019. Portavoz adjunto de la Comisión de Seguimiento y Evaluación";"30-34"
"José, Cano Fuster";"Hombre";1979;"Ciudadanos";"Casado/a";"Educación Superior";"Alicante";NA;NA;"Diputado. Apoderado de empresa familiar en el sector de la hostelería. Secretario Segundo de la Comisión de Trabajo, Migraciones y Seguridad Social desde el 21/06/2018 al 05/03/2019.
Portavoz adjunto de la Comisión de Trabajo, Migraciones y Seguridad Soci";"40-44"
"Francisco Javier, Cano Leal";"Hombre";1964;"Ciudadanos";"Casado/a";"Educación Superior";"Cádiz";NA;NA;"Diputado. Concejal del Excmo. Ayuntamiento de San Fernando (Cádiz). Miembro Suplente de la Delegación española en la Asamblea Parlamentaria de la OTAN. Portavoz de la Comisión de Defensa desde el 13/09/2016 al 05/03/2019. ";"55-59"
"Zaida, Cantera de Castro";"Mujer";1977;"PSOE";"Casado/a";"Educación Superior";"Madrid";NA;NA;"Diputada. Vocal Suplente de la Diputación Permanente. Vicepresidenta Primera de la Delegación española en la Asamblea Parlamentaria de la OTAN. Vocal de la Comisión de Asuntos Exteriores desde el 13/09/2016 al 05/03/2019. Portavoz de la Comisión de Defens";"40-44"
"Antonio, Cantó García del Moral";"Hombre";1965;"Ciudadanos";"Divorciado/a";"No consta";"Valencia";NA;NA;"Diputado. Vocal Suplente de la Diputación Permanente. Presidente de la Comisión calidad democrática, contra corrupción y reform. inst. y leg. desde el 28/09/2016 al 05/03/2019. Portavoz de la Comisión de Investigación presunta financiación ilegal del P. P";"50-54"
"Joan, Capdevilla i Esteve";"Hombre";1965;"Esquerra Republicana";"Casado/a";"Educación Superior";"Barcelona";NA;NA;"Diputado. Adscrito de la Comisión de Hacienda desde el 21/06/2018 al 05/03/2019. Adscrito de la Comisión de Presupuestos desde el 20/06/2018 al 05/03/2019,
Portavoz de la Comisión de Industria, Comercio y Turismo desde el 21/06/2018 al 05/03/2019.
Adscrit";"50-54"
"José David, Carracero Verde";"Hombre";1970;"Podemos";"Soltero/a";"Educación Superior";"Bizkaia";NA;NA;"Diputado. Secretario de Política en el Consejo Ciudadano de Bilbao. Vocal de la Delegación española en la Asamblea Parlamentaria de la Organización para la Seguridad y Cooperación en Europa (OSCE). Secretario Segundo de la Comisión sobre Seguridad Vial y ";"45-49"
"María Ascensión, Carreño Fernández";"Mujer";1971;"PP";"Casado/a";"Educación Superior";"Murcia";NA;NA;"Diputada. Secretaria de Medio Ambiente y Cambio Climático en el Partido Popular de Murcia. Portavoz de la Comisión de Agricultura, Pesca y Alimentación desde el 21/06/2018 al 05/03/2019. 
";"45-49"
"Sara, Carreño Valero";"Mujer";1985;"Podemos";"Soltero/a";"Educación Superior";"La Rioja";NA;NA;"Diputada. Portavoz adjunta de la Comisión calidad democrática, contra corrupción y reform. inst. y leg. desde el 30/11/2017 al 05/03/2019. ";"30-34"
"Pablo, Casado Blanco";"Hombre";1981;"PP";"Casado/a";"Educación Superior";"Ávila";NA;NA;"Diputado. Vocal de la Diputación Permanente. Vicesecretario general nacional de comunicación del Partido Popular. En la XI legislatura Presidente de la comisión de Educación y Deporte. En la X legislatura Portavoz de la comisión mixta para la Unión Europe";"35-39"
"Loreto, Cascales Martínez";"Mujer";1977;"PP";"Casado/a";"Educación Superior";"Alicante";NA;NA;"Diputada. Concejal en el Ayuntamiento de Santa Pola (2003-2015). Vicepresidenta Segunda de la Comisión de Derechos de la Infancia y Adolescencia desde el 28/09/2016 al 05/03/2019.";"40-44"
"Rafael, Catalá Polo";"Hombre";1961;"PP";"Casado/a";"Educación Superior";"Cuenca";NA;NA;"Diputado. Ministro de Justicia. Vocal de la Diputación Permanente. Presidente de la Comisión de Interior desde el 13/09/2018 al 05/03/2019.";"55-59"
"Jose María, Chiquillo Barber";"Hombre";1971;"PP";"Casado/a";"Educación Superior";"Valencia";NA;NA;"Diputado. Coordinador de España del Programa UNESCO Ruta de la Seda. Presidente de la Red Internacional del Programa Unesco Ruta de la Seda / Silk Road (2016-2020). Vocal de la Delegación española en la Asamblea Parlamentaria de la Organización para la Se";"45-49"
"Lourdes, Ciuró i Buldó";"Mujer";1971;"PdeCat";"Casado/a";"Educación Superior";"Barcelona";NA;NA;"Diputada. Milita en Convergència Democràtica de Catalunya desde 2003. Miembro del Consell Nacional de CDC. Concejala del Ayuntamiento de Sabadell (2007-2011). Ponente de la Ponencia Prop. L.O. mod. L.O. 5/1995, del Tribunal del Jurado (124/1).Portavoz de ";"45-49"
"Óscar, Clavell López";"Hombre";1978;"PP";"Soltero/a";"Educación Superior";"Castellón";NA;NA;"Diputado. Presidente local del Partido Popular de La Vall d'Uxó. Alcalde (2011-2015). Portavoz de la Comisión de Investigación presunta financiación ilegal del P. Popular desde el 10/09/2018 al 05/03/201.";"40-44"
